Código do colaborador,Data de Admissão,Data de desligamento,Ano-mês de referência,Equipe
16DH,2025-03-14,,2025-07,Equipe 13
16DH,2025-03-14,,2025-08,Equipe 13
16DH,2025-03-14,,2025-09,Equipe 13
16DH,2025-03-14,,2025-10,Equipe 13
16DH,2025-03-14,,2025-11,Equipe 13
16DH,2025-03-14,,2025-12,Equipe 13
7JTK,2025-05-27,,2025-06,Equipe 6
7JTK,2025-05-27,,2025-07,Equipe 6
7JTK,2025-05-27,,2025-08,Equipe 6
7JTK,2025-05-27,,2025-09,Equipe 6
7JTK,2025-05-27,,2025-10,Equipe 6
7JTK,2025-05-27,,2025-11,Equipe 10
7JTK,2025-05-27,,2025-12,Equipe 10
7SFQ,2025-04-07,,2025-05,Equipe 15
7SFQ,2025-04-07,,2025-06,Equipe 15
7SFQ,2025-04-07,,2025-07,Equipe 15
7SFQ,2025-04-07,,2025-08,Equipe 15
7SFQ,2025-04-07,,2025-09,Equipe 15
7SFQ,2025-04-07,,2025-10,Equipe 15
7SFQ,2025-04-07,,2025-11,Equipe 15
7SFQ,2025-04-07,,2025-12,Equipe 15
M9RI,2025-11-12,,2025-12,Equipe 18
KJKV,2025-09-18,,2025-10,Equipe 14
KJKV,2025-09-18,,2025-11,Equipe 14
KJKV,2025-09-18,,2025-12,Equipe 14
QN0B,2025-08-19,,2025-09,Equipe 7
QN0B,2025-08-19,,2025-10,Equipe 7
QN0B,2025-08-19,,2025-11,Equipe 7
QN0B,2025-08-19,,2025-12,Equipe 7
58ST,2025-11-24,,2025-12,Equipe 3
4PZT,2025-05-28,,2025-06,Equipe 7
4PZT,2025-05-28,,2025-07,Equipe 7
4PZT,2025-05-28,,2025-08,Equipe 7
4PZT,2025-05-28,,2025-09,Equipe 7
4PZT,2025-05-28,,2025-10,Equipe 7
4PZT,2025-05-28,,2025-11,Equipe 7
4PZT,2025-05-28,,2025-12,Equipe 7
3EDK,2025-09-04,2025-10-02,2025-10,Equipe 1
2043,2025-04-09,,2025-05,Equipe 11
2043,2025-04-09,,2025-06,Equipe 11
2043,2025-04-09,,2025-07,Equipe 11
2043,2025-04-09,,2025-08,Equipe 11
2043,2025-04-09,,2025-09,Equipe 11
2043,2025-04-09,,2025-10,Equipe 11
2043,2025-04-09,,2025-11,Equipe 11
2043,2025-04-09,,2025-12,Equipe 11
NVJU,2025-05-22,,2025-06,Equipe 14
NVJU,2025-05-22,,2025-07,Equipe 14
NVJU,2025-05-22,,2025-08,Equipe 14
NVJU,2025-05-22,,2025-09,Equipe 14
NVJU,2025-05-22,,2025-10,Equipe 14
NVJU,2025-05-22,,2025-11,Equipe 14
NVJU,2025-05-22,,2025-12,Equipe 14
X69G,2025-01-12,,2025-02,Equipe 7
X69G,2025-01-12,,2025-03,Equipe 7
X69G,2025-01-12,,2025-04,Equipe 10
X69G,2025-01-12,,2025-05,Equipe 10
X69G,2025-01-12,,2025-06,Equipe 10
X69G,2025-01-12,,2025-07,Equipe 10
X69G,2025-01-12,,2025-08,Equipe 10
X69G,2025-01-12,,2025-09,Equipe 15
X69G,2025-01-12,,2025-10,Equipe 15
X69G,2025-01-12,,2025-11,Equipe 15
X69G,2025-01-12,,2025-12,Equipe 15
UP3H,2025-10-28,,2025-11,Equipe 12
UP3H,2025-10-28,,2025-12,Equipe 12
R2PJ,2025-04-24,,2025-05,Equipe 7
R2PJ,2025-04-24,,2025-06,Equipe 7
R2PJ,2025-04-24,,2025-07,Equipe 7
R2PJ,2025-04-24,,2025-08,Equipe 7
R2PJ,2025-04-24,,2025-09,Equipe 7
R2PJ,2025-04-24,,2025-10,Equipe 7
R2PJ,2025-04-24,,2025-11,Equipe 7
R2PJ,2025-04-24,,2025-12,Equipe 7
GDSY,2025-04-17,,2025-05,Equipe 20
GDSY,2025-04-17,,2025-06,Equipe 20
GDSY,2025-04-17,,2025-07,Equipe 20
GDSY,2025-04-17,,2025-08,Equipe 20
GDSY,2025-04-17,,2025-09,Equipe 20
GDSY,2025-04-17,,2025-10,Equipe 20
GDSY,2025-04-17,,2025-11,Equipe 20
GDSY,2025-04-17,,2025-12,Equipe 20
UMK5,2025-11-11,,2025-12,Equipe 3
635T,2025-01-24,,2025-02,Equipe 10
635T,2025-01-24,,2025-03,Equipe 10
635T,2025-01-24,,2025-04,Equipe 10
635T,2025-01-24,,2025-05,Equipe 10
635T,2025-01-24,,2025-06,Equipe 10
635T,2025-01-24,,2025-07,Equipe 10
635T,2025-01-24,,2025-08,Equipe 10
635T,2025-01-24,,2025-09,Equipe 10
635T,2025-01-24,,2025-10,Equipe 10
635T,2025-01-24,,2025-11,Equipe 10
635T,2025-01-24,,2025-12,Equipe 10
5BFZ,2025-08-27,,2025-09,Equipe 9
5BFZ,2025-08-27,,2025-10,Equipe 9
5BFZ,2025-08-27,,2025-11,Equipe 9
5BFZ,2025-08-27,,2025-12,Equipe 9
63PN,2025-10-18,,2025-11,Equipe 2
63PN,2025-10-18,,2025-12,Equipe 2
AG1I,2025-02-13,2025-06-18,2025-03,Equipe 6
AG1I,2025-02-13,2025-06-18,2025-04,Equipe 6
AG1I,2025-02-13,2025-06-18,2025-05,Equipe 6
AG1I,2025-02-13,2025-06-18,2025-06,Equipe 6
QXZX,2025-03-06,,2025-04,Equipe 17
QXZX,2025-03-06,,2025-05,Equipe 17
QXZX,2025-03-06,,2025-06,Equipe 17
QXZX,2025-03-06,,2025-07,Equipe 17
QXZX,2025-03-06,,2025-08,Equipe 17
QXZX,2025-03-06,,2025-09,Equipe 17
QXZX,2025-03-06,,2025-10,Equipe 17
QXZX,2025-03-06,,2025-11,Equipe 17
QXZX,2025-03-06,,2025-12,Equipe 17
CZD9,2025-01-11,,2025-02,Equipe 17
CZD9,2025-01-11,,2025-03,Equipe 17
CZD9,2025-01-11,,2025-04,Equipe 17
CZD9,2025-01-11,,2025-05,Equipe 17
CZD9,2025-01-11,,2025-06,Equipe 17
CZD9,2025-01-11,,2025-07,Equipe 17
CZD9,2025-01-11,,2025-08,Equipe 17
CZD9,2025-01-11,,2025-09,Equipe 17
CZD9,2025-01-11,,2025-10,Equipe 17
CZD9,2025-01-11,,2025-11,Equipe 17
CZD9,2025-01-11,,2025-12,Equipe 17
MX9S,2025-01-05,,2025-02,Equipe 13
MX9S,2025-01-05,,2025-03,Equipe 13
MX9S,2025-01-05,,2025-04,Equipe 13
MX9S,2025-01-05,,2025-05,Equipe 13
MX9S,2025-01-05,,2025-06,Equipe 13
MX9S,2025-01-05,,2025-07,Equipe 13
MX9S,2025-01-05,,2025-08,Equipe 13
MX9S,2025-01-05,,2025-09,Equipe 13
MX9S,2025-01-05,,2025-10,Equipe 13
MX9S,2025-01-05,,2025-11,Equipe 13
MX9S,2025-01-05,,2025-12,Equipe 13
EY62,2025-01-25,,2025-02,Equipe 9
EY62,2025-01-25,,2025-03,Equipe 9
EY62,2025-01-25,,2025-04,Equipe 9
EY62,2025-01-25,,2025-05,Equipe 9
EY62,2025-01-25,,2025-06,Equipe 9
EY62,2025-01-25,,2025-07,Equipe 9
EY62,2025-01-25,,2025-08,Equipe 9
EY62,2025-01-25,,2025-09,Equipe 9
EY62,2025-01-25,,2025-10,Equipe 9
EY62,2025-01-25,,2025-11,Equipe 9
EY62,2025-01-25,,2025-12,Equipe 9
9RHI,2025-11-10,,2025-12,Equipe 9
GZXV,2025-09-12,2025-11-17,2025-10,Equipe 8
GZXV,2025-09-12,2025-11-17,2025-11,Equipe 8
9XJM,2025-03-17,2025-11-06,2025-04,Equipe 6
9XJM,2025-03-17,2025-11-06,2025-05,Equipe 6
9XJM,2025-03-17,2025-11-06,2025-06,Equipe 6
9XJM,2025-03-17,2025-11-06,2025-07,Equipe 6
9XJM,2025-03-17,2025-11-06,2025-08,Equipe 6
9XJM,2025-03-17,2025-11-06,2025-09,Equipe 6
9XJM,2025-03-17,2025-11-06,2025-10,Equipe 6
9XJM,2025-03-17,2025-11-06,2025-11,Equipe 6
6Z6C,2025-09-18,,2025-10,Equipe 3
6Z6C,2025-09-18,,2025-11,Equipe 3
6Z6C,2025-09-18,,2025-12,Equipe 3
CCIV,2025-04-07,,2025-05,Equipe 2
CCIV,2025-04-07,,2025-06,Equipe 2
CCIV,2025-04-07,,2025-07,Equipe 2
CCIV,2025-04-07,,2025-08,Equipe 2
CCIV,2025-04-07,,2025-09,Equipe 2
CCIV,2025-04-07,,2025-10,Equipe 2
CCIV,2025-04-07,,2025-11,Equipe 13
CCIV,2025-04-07,,2025-12,Equipe 13
473J,2025-06-10,,2025-07,Equipe 19
473J,2025-06-10,,2025-08,Equipe 19
473J,2025-06-10,,2025-09,Equipe 19
473J,2025-06-10,,2025-10,Equipe 19
473J,2025-06-10,,2025-11,Equipe 19
473J,2025-06-10,,2025-12,Equipe 19
6IUU,2025-09-16,,2025-10,Equipe 9
6IUU,2025-09-16,,2025-11,Equipe 9
6IUU,2025-09-16,,2025-12,Equipe 9
KZTV,2025-02-22,,2025-03,Equipe 1
KZTV,2025-02-22,,2025-04,Equipe 1
KZTV,2025-02-22,,2025-05,Equipe 1
KZTV,2025-02-22,,2025-06,Equipe 1
KZTV,2025-02-22,,2025-07,Equipe 1
KZTV,2025-02-22,,2025-08,Equipe 1
KZTV,2025-02-22,,2025-09,Equipe 1
KZTV,2025-02-22,,2025-10,Equipe 1
KZTV,2025-02-22,,2025-11,Equipe 1
KZTV,2025-02-22,,2025-12,Equipe 1
6685,2025-11-20,,2025-12,Equipe 16
T4BX,2025-01-22,,2025-02,Equipe 16
T4BX,2025-01-22,,2025-03,Equipe 16
T4BX,2025-01-22,,2025-04,Equipe 16
T4BX,2025-01-22,,2025-05,Equipe 16
T4BX,2025-01-22,,2025-06,Equipe 16
T4BX,2025-01-22,,2025-07,Equipe 16
T4BX,2025-01-22,,2025-08,Equipe 16
T4BX,2025-01-22,,2025-09,Equipe 16
T4BX,2025-01-22,,2025-10,Equipe 16
T4BX,2025-01-22,,2025-11,Equipe 16
T4BX,2025-01-22,,2025-12,Equipe 16
VH0T,2025-02-13,,2025-03,Equipe 20
VH0T,2025-02-13,,2025-04,Equipe 20
VH0T,2025-02-13,,2025-05,Equipe 20
VH0T,2025-02-13,,2025-06,Equipe 20
VH0T,2025-02-13,,2025-07,Equipe 20
VH0T,2025-02-13,,2025-08,Equipe 20
VH0T,2025-02-13,,2025-09,Equipe 20
VH0T,2025-02-13,,2025-10,Equipe 20
VH0T,2025-02-13,,2025-11,Equipe 20
VH0T,2025-02-13,,2025-12,Equipe 20
B4QO,2025-01-17,,2025-02,Equipe 18
B4QO,2025-01-17,,2025-03,Equipe 18
B4QO,2025-01-17,,2025-04,Equipe 18
B4QO,2025-01-17,,2025-05,Equipe 8
B4QO,2025-01-17,,2025-06,Equipe 8
B4QO,2025-01-17,,2025-07,Equipe 8
B4QO,2025-01-17,,2025-08,Equipe 8
B4QO,2025-01-17,,2025-09,Equipe 8
B4QO,2025-01-17,,2025-10,Equipe 8
B4QO,2025-01-17,,2025-11,Equipe 8
B4QO,2025-01-17,,2025-12,Equipe 8
D4K7,2025-09-26,,2025-10,Equipe 2
D4K7,2025-09-26,,2025-11,Equipe 2
D4K7,2025-09-26,,2025-12,Equipe 2
YJPC,2025-01-10,,2025-02,Equipe 5
YJPC,2025-01-10,,2025-03,Equipe 5
YJPC,2025-01-10,,2025-04,Equipe 5
YJPC,2025-01-10,,2025-05,Equipe 4
YJPC,2025-01-10,,2025-06,Equipe 4
YJPC,2025-01-10,,2025-07,Equipe 4
YJPC,2025-01-10,,2025-08,Equipe 4
YJPC,2025-01-10,,2025-09,Equipe 4
YJPC,2025-01-10,,2025-10,Equipe 4
YJPC,2025-01-10,,2025-11,Equipe 10
YJPC,2025-01-10,,2025-12,Equipe 10
U0J0,2025-09-01,,2025-09,Equipe 7
U0J0,2025-09-01,,2025-10,Equipe 7
U0J0,2025-09-01,,2025-11,Equipe 7
U0J0,2025-09-01,,2025-12,Equipe 7
N064,2025-11-21,,2025-12,Equipe 15
DI7N,2025-02-07,,2025-03,Equipe 3
DI7N,2025-02-07,,2025-04,Equipe 3
DI7N,2025-02-07,,2025-05,Equipe 18
DI7N,2025-02-07,,2025-06,Equipe 18
DI7N,2025-02-07,,2025-07,Equipe 18
DI7N,2025-02-07,,2025-08,Equipe 18
DI7N,2025-02-07,,2025-09,Equipe 18
DI7N,2025-02-07,,2025-10,Equipe 18
DI7N,2025-02-07,,2025-11,Equipe 18
DI7N,2025-02-07,,2025-12,Equipe 18
9U47,2025-11-27,,2025-12,Equipe 3
YUL3,2025-01-15,,2025-02,Equipe 13
YUL3,2025-01-15,,2025-03,Equipe 13
YUL3,2025-01-15,,2025-04,Equipe 13
YUL3,2025-01-15,,2025-05,Equipe 13
YUL3,2025-01-15,,2025-06,Equipe 13
YUL3,2025-01-15,,2025-07,Equipe 13
YUL3,2025-01-15,,2025-08,Equipe 13
YUL3,2025-01-15,,2025-09,Equipe 13
YUL3,2025-01-15,,2025-10,Equipe 13
YUL3,2025-01-15,,2025-11,Equipe 13
YUL3,2025-01-15,,2025-12,Equipe 13
8V8W,2025-02-03,2025-06-18,2025-03,Equipe 10
8V8W,2025-02-03,2025-06-18,2025-04,Equipe 10
8V8W,2025-02-03,2025-06-18,2025-05,Equipe 10
8V8W,2025-02-03,2025-06-18,2025-06,Equipe 10
Q4MP,2025-10-27,,2025-11,Equipe 11
Q4MP,2025-10-27,,2025-12,Equipe 11
R9TO,2025-07-13,,2025-08,Equipe 17
R9TO,2025-07-13,,2025-09,Equipe 17
R9TO,2025-07-13,,2025-10,Equipe 17
R9TO,2025-07-13,,2025-11,Equipe 17
R9TO,2025-07-13,,2025-12,Equipe 17
TSN5,2025-07-11,2025-12-04,2025-08,Equipe 20
TSN5,2025-07-11,2025-12-04,2025-09,Equipe 20
TSN5,2025-07-11,2025-12-04,2025-10,Equipe 20
TSN5,2025-07-11,2025-12-04,2025-11,Equipe 20
TSN5,2025-07-11,2025-12-04,2025-12,Equipe 20
U4W9,2025-01-21,,2025-02,Equipe 7
U4W9,2025-01-21,,2025-03,Equipe 19
U4W9,2025-01-21,,2025-04,Equipe 19
U4W9,2025-01-21,,2025-05,Equipe 19
U4W9,2025-01-21,,2025-06,Equipe 19
U4W9,2025-01-21,,2025-07,Equipe 19
U4W9,2025-01-21,,2025-08,Equipe 19
U4W9,2025-01-21,,2025-09,Equipe 19
U4W9,2025-01-21,,2025-10,Equipe 19
U4W9,2025-01-21,,2025-11,Equipe 19
U4W9,2025-01-21,,2025-12,Equipe 19
YZWJ,2025-02-10,,2025-03,Equipe 6
YZWJ,2025-02-10,,2025-04,Equipe 6
YZWJ,2025-02-10,,2025-05,Equipe 6
YZWJ,2025-02-10,,2025-06,Equipe 6
YZWJ,2025-02-10,,2025-07,Equipe 6
YZWJ,2025-02-10,,2025-08,Equipe 6
YZWJ,2025-02-10,,2025-09,Equipe 6
YZWJ,2025-02-10,,2025-10,Equipe 6
YZWJ,2025-02-10,,2025-11,Equipe 6
YZWJ,2025-02-10,,2025-12,Equipe 6
SCSF,2025-10-03,,2025-11,Equipe 18
SCSF,2025-10-03,,2025-12,Equipe 18
W2Q4,2025-07-13,,2025-08,Equipe 4
W2Q4,2025-07-13,,2025-09,Equipe 4
W2Q4,2025-07-13,,2025-10,Equipe 4
W2Q4,2025-07-13,,2025-11,Equipe 4
W2Q4,2025-07-13,,2025-12,Equipe 4
NM8R,2025-08-06,,2025-09,Equipe 1
NM8R,2025-08-06,,2025-10,Equipe 1
NM8R,2025-08-06,,2025-11,Equipe 1
NM8R,2025-08-06,,2025-12,Equipe 4
PPD7,2025-05-21,2025-10-01,2025-06,Equipe 7
PPD7,2025-05-21,2025-10-01,2025-07,Equipe 7
PPD7,2025-05-21,2025-10-01,2025-08,Equipe 7
PPD7,2025-05-21,2025-10-01,2025-09,Equipe 7
PPD7,2025-05-21,2025-10-01,2025-10,Equipe 7
0V4G,2025-07-18,,2025-08,Equipe 9
0V4G,2025-07-18,,2025-09,Equipe 9
0V4G,2025-07-18,,2025-10,Equipe 9
0V4G,2025-07-18,,2025-11,Equipe 9
0V4G,2025-07-18,,2025-12,Equipe 9
IA9K,2025-05-07,,2025-06,Equipe 11
IA9K,2025-05-07,,2025-07,Equipe 11
IA9K,2025-05-07,,2025-08,Equipe 11
IA9K,2025-05-07,,2025-09,Equipe 11
IA9K,2025-05-07,,2025-10,Equipe 11
IA9K,2025-05-07,,2025-11,Equipe 11
IA9K,2025-05-07,,2025-12,Equipe 11
044M,2025-04-14,,2025-05,Equipe 2
044M,2025-04-14,,2025-06,Equipe 2
044M,2025-04-14,,2025-07,Equipe 2
044M,2025-04-14,,2025-08,Equipe 12
044M,2025-04-14,,2025-09,Equipe 5
044M,2025-04-14,,2025-10,Equipe 5
044M,2025-04-14,,2025-11,Equipe 5
044M,2025-04-14,,2025-12,Equipe 5
SUSD,2025-03-06,2025-12-27,2025-04,Equipe 6
SUSD,2025-03-06,2025-12-27,2025-05,Equipe 6
SUSD,2025-03-06,2025-12-27,2025-06,Equipe 6
SUSD,2025-03-06,2025-12-27,2025-07,Equipe 6
SUSD,2025-03-06,2025-12-27,2025-08,Equipe 6
SUSD,2025-03-06,2025-12-27,2025-09,Equipe 6
SUSD,2025-03-06,2025-12-27,2025-10,Equipe 6
SUSD,2025-03-06,2025-12-27,2025-11,Equipe 6
SUSD,2025-03-06,2025-12-27,2025-12,Equipe 6
L0LC,2025-08-21,,2025-09,Equipe 7
L0LC,2025-08-21,,2025-10,Equipe 7
L0LC,2025-08-21,,2025-11,Equipe 7
L0LC,2025-08-21,,2025-12,Equipe 7
Z5LS,2025-11-03,,2025-12,Equipe 18
VS38,2025-06-05,,2025-07,Equipe 19
VS38,2025-06-05,,2025-08,Equipe 5
VS38,2025-06-05,,2025-09,Equipe 5
VS38,2025-06-05,,2025-10,Equipe 5
VS38,2025-06-05,,2025-11,Equipe 5
VS38,2025-06-05,,2025-12,Equipe 5
75I6,2025-02-10,,2025-03,Equipe 16
75I6,2025-02-10,,2025-04,Equipe 16
75I6,2025-02-10,,2025-05,Equipe 16
75I6,2025-02-10,,2025-06,Equipe 16
75I6,2025-02-10,,2025-07,Equipe 16
75I6,2025-02-10,,2025-08,Equipe 14
75I6,2025-02-10,,2025-09,Equipe 14
75I6,2025-02-10,,2025-10,Equipe 14
75I6,2025-02-10,,2025-11,Equipe 14
75I6,2025-02-10,,2025-12,Equipe 14
3RMH,2025-06-16,,2025-07,Equipe 4
3RMH,2025-06-16,,2025-08,Equipe 4
3RMH,2025-06-16,,2025-09,Equipe 4
3RMH,2025-06-16,,2025-10,Equipe 4
3RMH,2025-06-16,,2025-11,Equipe 4
3RMH,2025-06-16,,2025-12,Equipe 4
VK3Q,2025-11-10,,2025-12,Equipe 3
LAVS,2025-10-19,,2025-11,Equipe 13
LAVS,2025-10-19,,2025-12,Equipe 13
MLZ1,2025-07-06,2025-08-26,2025-08,Equipe 19
GLI4,2025-06-05,,2025-07,Equipe 17
GLI4,2025-06-05,,2025-08,Equipe 17
GLI4,2025-06-05,,2025-09,Equipe 17
GLI4,2025-06-05,,2025-10,Equipe 17
GLI4,2025-06-05,,2025-11,Equipe 17
GLI4,2025-06-05,,2025-12,Equipe 17
UPAQ,2025-08-15,,2025-09,Equipe 19
UPAQ,2025-08-15,,2025-10,Equipe 19
UPAQ,2025-08-15,,2025-11,Equipe 19
UPAQ,2025-08-15,,2025-12,Equipe 19
YP2R,2025-08-18,2025-12-03,2025-09,Equipe 18
YP2R,2025-08-18,2025-12-03,2025-10,Equipe 18
YP2R,2025-08-18,2025-12-03,2025-11,Equipe 18
YP2R,2025-08-18,2025-12-03,2025-12,Equipe 18
VTAQ,2025-03-18,2025-04-24,2025-04,Equipe 17
XPDH,2025-01-28,,2025-02,Equipe 11
XPDH,2025-01-28,,2025-03,Equipe 11
XPDH,2025-01-28,,2025-04,Equipe 11
XPDH,2025-01-28,,2025-05,Equipe 11
XPDH,2025-01-28,,2025-06,Equipe 11
XPDH,2025-01-28,,2025-07,Equipe 11
XPDH,2025-01-28,,2025-08,Equipe 11
XPDH,2025-01-28,,2025-09,Equipe 18
XPDH,2025-01-28,,2025-10,Equipe 18
XPDH,2025-01-28,,2025-11,Equipe 18
XPDH,2025-01-28,,2025-12,Equipe 18
3TKZ,2025-10-19,,2025-11,Equipe 1
3TKZ,2025-10-19,,2025-12,Equipe 1
6THS,2025-04-02,,2025-05,Equipe 8
6THS,2025-04-02,,2025-06,Equipe 8
6THS,2025-04-02,,2025-07,Equipe 8
6THS,2025-04-02,,2025-08,Equipe 8
6THS,2025-04-02,,2025-09,Equipe 8
6THS,2025-04-02,,2025-10,Equipe 8
6THS,2025-04-02,,2025-11,Equipe 8
6THS,2025-04-02,,2025-12,Equipe 8
XOOI,2025-09-16,,2025-10,Equipe 7
XOOI,2025-09-16,,2025-11,Equipe 7
XOOI,2025-09-16,,2025-12,Equipe 7
4J3X,2025-06-13,,2025-07,Equipe 13
4J3X,2025-06-13,,2025-08,Equipe 13
4J3X,2025-06-13,,2025-09,Equipe 13
4J3X,2025-06-13,,2025-10,Equipe 13
4J3X,2025-06-13,,2025-11,Equipe 13
4J3X,2025-06-13,,2025-12,Equipe 13
NPF7,2025-09-17,2025-11-17,2025-10,Equipe 4
NPF7,2025-09-17,2025-11-17,2025-11,Equipe 4
27XE,2025-11-08,,2025-12,Equipe 1
HD96,2025-11-06,,2025-12,Equipe 9
M8JK,2025-08-06,2025-12-22,2025-09,Equipe 13
M8JK,2025-08-06,2025-12-22,2025-10,Equipe 13
M8JK,2025-08-06,2025-12-22,2025-11,Equipe 13
M8JK,2025-08-06,2025-12-22,2025-12,Equipe 13
N5F6,2025-01-08,,2025-02,Equipe 2
N5F6,2025-01-08,,2025-03,Equipe 2
N5F6,2025-01-08,,2025-04,Equipe 2
N5F6,2025-01-08,,2025-05,Equipe 2
N5F6,2025-01-08,,2025-06,Equipe 2
N5F6,2025-01-08,,2025-07,Equipe 2
N5F6,2025-01-08,,2025-08,Equipe 2
N5F6,2025-01-08,,2025-09,Equipe 2
N5F6,2025-01-08,,2025-10,Equipe 2
N5F6,2025-01-08,,2025-11,Equipe 2
N5F6,2025-01-08,,2025-12,Equipe 2
2D3I,2025-02-09,,2025-03,Equipe 16
2D3I,2025-02-09,,2025-04,Equipe 16
2D3I,2025-02-09,,2025-05,Equipe 16
2D3I,2025-02-09,,2025-06,Equipe 16
2D3I,2025-02-09,,2025-07,Equipe 16
2D3I,2025-02-09,,2025-08,Equipe 16
2D3I,2025-02-09,,2025-09,Equipe 16
2D3I,2025-02-09,,2025-10,Equipe 16
2D3I,2025-02-09,,2025-11,Equipe 16
2D3I,2025-02-09,,2025-12,Equipe 16
603D,2025-11-07,,2025-12,Equipe 10
93TB,2025-07-16,,2025-08,Equipe 2
93TB,2025-07-16,,2025-09,Equipe 2
93TB,2025-07-16,,2025-10,Equipe 2
93TB,2025-07-16,,2025-11,Equipe 2
93TB,2025-07-16,,2025-12,Equipe 2
ZQAN,2025-01-21,,2025-02,Equipe 10
ZQAN,2025-01-21,,2025-03,Equipe 10
ZQAN,2025-01-21,,2025-04,Equipe 10
ZQAN,2025-01-21,,2025-05,Equipe 10
ZQAN,2025-01-21,,2025-06,Equipe 10
ZQAN,2025-01-21,,2025-07,Equipe 10
ZQAN,2025-01-21,,2025-08,Equipe 10
ZQAN,2025-01-21,,2025-09,Equipe 10
ZQAN,2025-01-21,,2025-10,Equipe 10
ZQAN,2025-01-21,,2025-11,Equipe 10
ZQAN,2025-01-21,,2025-12,Equipe 10
EC1W,2025-11-27,,2025-12,Equipe 6
E8DE,2025-10-18,,2025-11,Equipe 17
E8DE,2025-10-18,,2025-12,Equipe 17
4CS0,2025-11-13,,2025-12,Equipe 20
LI0X,2025-09-09,,2025-10,Equipe 11
LI0X,2025-09-09,,2025-11,Equipe 11
LI0X,2025-09-09,,2025-12,Equipe 11
Y2YY,2025-09-13,,2025-10,Equipe 16
Y2YY,2025-09-13,,2025-11,Equipe 16
Y2YY,2025-09-13,,2025-12,Equipe 16
F8IW,2025-08-26,,2025-09,Equipe 2
F8IW,2025-08-26,,2025-10,Equipe 2
F8IW,2025-08-26,,2025-11,Equipe 2
F8IW,2025-08-26,,2025-12,Equipe 2
HL8Z,2025-01-17,,2025-02,Equipe 9
HL8Z,2025-01-17,,2025-03,Equipe 5
HL8Z,2025-01-17,,2025-04,Equipe 5
HL8Z,2025-01-17,,2025-05,Equipe 5
HL8Z,2025-01-17,,2025-06,Equipe 5
HL8Z,2025-01-17,,2025-07,Equipe 5
HL8Z,2025-01-17,,2025-08,Equipe 5
HL8Z,2025-01-17,,2025-09,Equipe 5
HL8Z,2025-01-17,,2025-10,Equipe 5
HL8Z,2025-01-17,,2025-11,Equipe 5
HL8Z,2025-01-17,,2025-12,Equipe 5
7IOA,2025-03-08,2025-07-07,2025-04,Equipe 4
7IOA,2025-03-08,2025-07-07,2025-05,Equipe 4
7IOA,2025-03-08,2025-07-07,2025-06,Equipe 4
7IOA,2025-03-08,2025-07-07,2025-07,Equipe 4
BT38,2025-03-06,,2025-04,Equipe 13
BT38,2025-03-06,,2025-05,Equipe 13
BT38,2025-03-06,,2025-06,Equipe 13
BT38,2025-03-06,,2025-07,Equipe 13
BT38,2025-03-06,,2025-08,Equipe 13
BT38,2025-03-06,,2025-09,Equipe 13
BT38,2025-03-06,,2025-10,Equipe 13
BT38,2025-03-06,,2025-11,Equipe 13
BT38,2025-03-06,,2025-12,Equipe 13
18YO,2025-11-08,,2025-12,Equipe 12
RMHC,2025-08-07,,2025-09,Equipe 5
RMHC,2025-08-07,,2025-10,Equipe 5
RMHC,2025-08-07,,2025-11,Equipe 5
RMHC,2025-08-07,,2025-12,Equipe 5
0BPN,2025-01-08,2025-10-19,2025-02,Equipe 3
0BPN,2025-01-08,2025-10-19,2025-03,Equipe 13
0BPN,2025-01-08,2025-10-19,2025-04,Equipe 13
0BPN,2025-01-08,2025-10-19,2025-05,Equipe 13
0BPN,2025-01-08,2025-10-19,2025-06,Equipe 13
0BPN,2025-01-08,2025-10-19,2025-07,Equipe 13
0BPN,2025-01-08,2025-10-19,2025-08,Equipe 13
0BPN,2025-01-08,2025-10-19,2025-09,Equipe 13
0BPN,2025-01-08,2025-10-19,2025-10,Equipe 13
EGC2,2025-03-21,,2025-04,Equipe 14
EGC2,2025-03-21,,2025-05,Equipe 14
EGC2,2025-03-21,,2025-06,Equipe 14
EGC2,2025-03-21,,2025-07,Equipe 14
EGC2,2025-03-21,,2025-08,Equipe 14
EGC2,2025-03-21,,2025-09,Equipe 14
EGC2,2025-03-21,,2025-10,Equipe 17
EGC2,2025-03-21,,2025-11,Equipe 17
EGC2,2025-03-21,,2025-12,Equipe 17
DPCZ,2025-03-02,2025-05-17,2025-04,Equipe 8
DPCZ,2025-03-02,2025-05-17,2025-05,Equipe 8
2O8N,2025-10-19,,2025-11,Equipe 20
2O8N,2025-10-19,,2025-12,Equipe 20
DI6S,2025-02-07,,2025-03,Equipe 18
DI6S,2025-02-07,,2025-04,Equipe 18
DI6S,2025-02-07,,2025-05,Equipe 18
DI6S,2025-02-07,,2025-06,Equipe 18
DI6S,2025-02-07,,2025-07,Equipe 18
DI6S,2025-02-07,,2025-08,Equipe 18
DI6S,2025-02-07,,2025-09,Equipe 18
DI6S,2025-02-07,,2025-10,Equipe 18
DI6S,2025-02-07,,2025-11,Equipe 18
DI6S,2025-02-07,,2025-12,Equipe 18
OUUP,2025-08-06,,2025-09,Equipe 5
OUUP,2025-08-06,,2025-10,Equipe 5
OUUP,2025-08-06,,2025-11,Equipe 5
OUUP,2025-08-06,,2025-12,Equipe 5
TJ7O,2025-10-05,,2025-11,Equipe 3
