Card,Data da alteração,Objeto alterado,Valor anterior,Valor posterior
118499,2025-04-12,status,Lista de desejos,Backlog
118499,2025-04-14,status,Backlog,Triage
118499,2025-04-17,status,Triage,For Refinement
118499,2025-04-19,status,For Refinement,In Refinement
118499,2025-04-22,status,In Refinement,In Progress
118499,2025-04-24,status,In Progress,Done
102520,2025-08-14,status,Lista de desejos,Backlog
102520,2025-08-17,status,Backlog,Triage
102520,2025-08-19,status,Triage,For Refinement
102520,2025-08-21,status,For Refinement,In Refinement
102520,2025-08-23,status,In Refinement,In Progress
102520,2025-08-26,status,In Progress,Done
107904,2025-07-13,status,Lista de desejos,Backlog
107904,2025-07-16,status,Backlog,Triage
107904,2025-07-19,status,Triage,For Refinement
107904,2025-07-23,status,For Refinement,In Refinement
107904,2025-07-27,status,In Refinement,In Progress
107904,2025-07-30,status,In Progress,Done
107904,2025-08-02,status,Done,Canceled
111562,2025-07-30,status,Lista de desejos,Backlog
111562,2025-08-01,status,Backlog,Triage
111562,2025-08-04,status,Triage,For Refinement
111562,2025-08-06,status,For Refinement,In Refinement
111562,2025-08-09,status,In Refinement,In Progress
111562,2025-08-11,status,In Progress,Done
109168,2025-02-20,status,Lista de desejos,Backlog
109168,2025-02-22,status,Backlog,Triage
109168,2025-02-25,status,Triage,For Refinement
109168,2025-02-27,status,For Refinement,In Refinement
109168,2025-03-02,status,In Refinement,In Progress
109168,2025-03-05,status,In Progress,Done
109168,2025-03-07,status,Done,Canceled
110079,2025-08-16,status,Backlog,Triage
110079,2025-08-24,status,Triage,For Refinement
110079,2025-09-01,status,For Refinement,In Refinement
110079,2025-09-08,status,In Refinement,For Technical Analysis
110079,2025-09-16,status,For Technical Analysis,In Technical Analysis
110182,2025-06-19,status,Backlog,Triage
110182,2025-06-25,status,Triage,For Refinement
110182,2025-06-30,status,For Refinement,In Refinement
110182,2025-07-06,status,In Refinement,For Technical Analysis
109862,2025-09-18,status,Lista de desejos,Backlog
109862,2025-09-22,status,Backlog,Triage
109862,2025-09-26,status,Triage,For Refinement
109862,2025-10-01,status,For Refinement,In Refinement
109862,2025-10-05,status,In Refinement,In Progress
109862,2025-10-09,status,In Progress,Done
111093,2025-05-07,status,Lista de desejos,Backlog
111093,2025-05-10,status,Backlog,Triage
111093,2025-05-13,status,Triage,For Refinement
105136,2025-05-10,status,Backlog,Triage
105136,2025-05-12,status,Triage,For Refinement
105136,2025-05-15,status,For Refinement,In Refinement
105136,2025-05-17,status,In Refinement,For Technical Analysis
105136,2025-05-19,status,For Technical Analysis,In Technical Analysis
105136,2025-05-21,status,In Technical Analysis,Ready for Development
105136,2025-05-24,status,Ready for Development,In Development
105136,2025-05-26,status,In Development,For Release
121293,2025-11-23,status,Backlog,Triage
121293,2025-12-02,status,Triage,For Refinement
121293,2025-12-11,status,For Refinement,In Refinement
121293,2025-12-20,status,In Refinement,For Technical Analysis
121293,2025-12-29,status,For Technical Analysis,In Technical Analysis
101466,2025-07-27,status,Lista de desejos,Backlog
101466,2025-08-01,status,Backlog,Triage
101466,2025-08-05,status,Triage,For Refinement
101466,2025-08-09,status,For Refinement,In Refinement
101466,2025-08-13,status,In Refinement,In Progress
101466,2025-08-18,status,In Progress,Done
121946,2025-01-29,status,Lista de desejos,Backlog
121946,2025-02-01,status,Backlog,Triage
121946,2025-02-05,status,Triage,For Refinement
121946,2025-02-09,status,For Refinement,In Refinement
121946,2025-02-13,status,In Refinement,In Progress
121946,2025-02-16,status,In Progress,Done
110849,2025-06-09,status,Lista de desejos,Backlog
110849,2025-06-13,status,Backlog,Triage
110849,2025-06-17,status,Triage,For Refinement
110849,2025-06-21,status,For Refinement,In Refinement
110849,2025-06-25,status,In Refinement,In Progress
110849,2025-06-29,status,In Progress,Done
110440,2025-09-06,status,Lista de desejos,Backlog
110440,2025-09-10,status,Backlog,Triage
110440,2025-09-14,status,Triage,For Refinement
110440,2025-09-17,status,For Refinement,In Refinement
110440,2025-09-21,status,In Refinement,In Progress
110440,2025-09-25,status,In Progress,Done
102830,2025-06-08,status,Lista de desejos,Backlog
102830,2025-06-17,status,Backlog,Triage
102830,2025-06-27,status,Triage,For Refinement
105577,2025-04-25,status,Backlog,Triage
109787,2025-07-06,status,Lista de desejos,Backlog
109787,2025-07-09,status,Backlog,Triage
109787,2025-07-13,status,Triage,For Refinement
109787,2025-07-16,status,For Refinement,In Refinement
109787,2025-07-20,status,In Refinement,In Progress
109787,2025-07-24,status,In Progress,Done
109787,2025-07-27,status,Done,Canceled
121640,2025-02-01,status,Backlog,Triage
121640,2025-02-05,status,Triage,For Refinement
121640,2025-02-09,status,For Refinement,In Refinement
121640,2025-02-12,status,In Refinement,For Technical Analysis
121640,2025-02-16,status,For Technical Analysis,In Technical Analysis
121640,2025-02-20,status,In Technical Analysis,Ready for Development
113595,2025-07-24,status,Lista de desejos,Backlog
113595,2025-07-27,status,Backlog,Triage
113595,2025-07-29,status,Triage,For Refinement
113595,2025-07-31,status,For Refinement,In Refinement
113595,2025-08-02,status,In Refinement,In Progress
113595,2025-08-05,status,In Progress,Done
111418,2025-06-17,status,Backlog,Triage
111418,2025-06-18,status,Triage,For Refinement
111418,2025-06-20,status,For Refinement,In Refinement
111418,2025-06-22,status,In Refinement,For Technical Analysis
111418,2025-06-24,status,For Technical Analysis,In Technical Analysis
111418,2025-06-25,status,In Technical Analysis,Ready for Development
111418,2025-06-27,status,Ready for Development,In Development
111418,2025-06-29,status,In Development,For Release
111418,2025-07-01,status,For Release,Waiting Information
111418,2025-07-02,status,Waiting Information,Information Sent
124637,2025-06-28,status,Lista de desejos,Backlog
124637,2025-07-01,status,Backlog,Triage
124637,2025-07-05,status,Triage,For Refinement
124637,2025-07-09,status,For Refinement,In Refinement
124637,2025-07-13,status,In Refinement,In Progress
124637,2025-07-16,status,In Progress,Done
110715,2025-07-27,status,Lista de desejos,Backlog
110715,2025-07-29,status,Backlog,Triage
110715,2025-07-31,status,Triage,For Refinement
110715,2025-08-01,status,For Refinement,In Refinement
110715,2025-08-03,status,In Refinement,In Progress
110715,2025-08-05,status,In Progress,Done
122437,2025-07-15,status,Lista de desejos,Backlog
122437,2025-07-17,status,Backlog,Triage
122437,2025-07-19,status,Triage,For Refinement
122437,2025-07-20,status,For Refinement,In Refinement
122437,2025-07-22,status,In Refinement,In Progress
122437,2025-07-24,status,In Progress,Done
109278,2025-11-25,status,Lista de desejos,Backlog
109278,2025-11-29,status,Backlog,Triage
109278,2025-12-03,status,Triage,For Refinement
109278,2025-12-08,status,For Refinement,In Refinement
109278,2025-12-12,status,In Refinement,In Progress
109278,2025-12-16,status,In Progress,Done
116351,2025-06-07,status,Lista de desejos,Backlog
116351,2025-06-10,status,Backlog,Triage
116351,2025-06-13,status,Triage,For Refinement
116351,2025-06-16,status,For Refinement,In Refinement
116351,2025-06-19,status,In Refinement,In Progress
116351,2025-06-22,status,In Progress,Done
116182,2025-04-03,status,Lista de desejos,Backlog
116182,2025-04-06,status,Backlog,Triage
116182,2025-04-08,status,Triage,For Refinement
116182,2025-04-10,status,For Refinement,In Refinement
116182,2025-04-12,status,In Refinement,In Progress
116182,2025-04-15,status,In Progress,Done
110247,2025-08-05,status,Lista de desejos,Backlog
110247,2025-08-07,status,Backlog,Triage
110247,2025-08-09,status,Triage,For Refinement
110247,2025-08-11,status,For Refinement,In Refinement
110247,2025-08-14,status,In Refinement,In Progress
110247,2025-08-16,status,In Progress,Done
110247,2025-08-18,status,Done,Canceled
122395,2025-08-14,status,Lista de desejos,Backlog
122395,2025-08-19,status,Backlog,Triage
122395,2025-08-23,status,Triage,For Refinement
122395,2025-08-27,status,For Refinement,In Refinement
122395,2025-08-31,status,In Refinement,In Progress
122395,2025-09-05,status,In Progress,Done
114343,2025-09-03,status,Lista de desejos,Backlog
114343,2025-09-06,status,Backlog,Triage
114343,2025-09-10,status,Triage,For Refinement
114343,2025-09-13,status,For Refinement,In Refinement
114343,2025-09-17,status,In Refinement,In Progress
114343,2025-09-20,status,In Progress,Done
120808,2025-09-18,status,Lista de desejos,Backlog
120808,2025-09-22,status,Backlog,Triage
120808,2025-09-25,status,Triage,For Refinement
120808,2025-09-28,status,For Refinement,In Refinement
120808,2025-10-01,status,In Refinement,In Progress
120808,2025-10-05,status,In Progress,Done
124972,2025-01-15,status,Backlog,Triage
124972,2025-01-24,status,Triage,For Refinement
124972,2025-02-03,status,For Refinement,In Refinement
124972,2025-02-13,status,In Refinement,For Technical Analysis
124972,2025-02-22,status,For Technical Analysis,In Technical Analysis
109853,2025-10-06,status,Backlog,Triage
109853,2025-10-09,status,Triage,For Refinement
109853,2025-10-11,status,For Refinement,In Refinement
109853,2025-10-14,status,In Refinement,For Technical Analysis
109853,2025-10-17,status,For Technical Analysis,In Technical Analysis
109853,2025-10-20,status,In Technical Analysis,Ready for Development
109853,2025-10-23,status,Ready for Development,In Development
109853,2025-10-26,status,In Development,For Release
109853,2025-10-28,status,For Release,Waiting Information
109853,2025-10-31,status,Waiting Information,Information Sent
102724,2025-05-24,status,Backlog,Triage
116074,2025-03-11,status,Lista de desejos,Backlog
116074,2025-03-15,status,Backlog,Triage
116074,2025-03-19,status,Triage,For Refinement
116074,2025-03-23,status,For Refinement,In Refinement
116074,2025-03-27,status,In Refinement,In Progress
116074,2025-03-31,status,In Progress,Done
112916,2025-09-02,status,Backlog,Triage
112916,2025-09-05,status,Triage,For Refinement
112916,2025-09-08,status,For Refinement,In Refinement
112916,2025-09-10,status,In Refinement,For Technical Analysis
112916,2025-09-12,status,For Technical Analysis,In Technical Analysis
115043,2025-09-29,status,Backlog,Triage
115043,2025-10-04,status,Triage,For Refinement
115043,2025-10-10,status,For Refinement,In Refinement
115043,2025-10-16,status,In Refinement,For Technical Analysis
115043,2025-10-21,status,For Technical Analysis,In Technical Analysis
116180,2025-11-16,status,Lista de desejos,Backlog
116180,2025-11-19,status,Backlog,Triage
116180,2025-11-21,status,Triage,For Refinement
116180,2025-11-24,status,For Refinement,In Refinement
116180,2025-11-26,status,In Refinement,In Progress
116180,2025-11-29,status,In Progress,Done
117762,2025-10-26,status,Backlog,Triage
117762,2025-11-01,status,Triage,For Refinement
108542,2025-02-18,status,Backlog,Triage
108542,2025-02-28,status,Triage,For Refinement
118796,2025-08-21,status,Backlog,Triage
118796,2025-08-31,status,Triage,For Refinement
107990,2025-07-20,status,Lista de desejos,Backlog
107990,2025-07-24,status,Backlog,Triage
107990,2025-07-27,status,Triage,For Refinement
107990,2025-07-30,status,For Refinement,In Refinement
107990,2025-08-02,status,In Refinement,In Progress
107990,2025-08-06,status,In Progress,Done
111385,2025-09-14,status,Lista de desejos,Backlog
111385,2025-09-18,status,Backlog,Triage
111385,2025-09-22,status,Triage,For Refinement
111385,2025-09-26,status,For Refinement,In Refinement
111385,2025-09-30,status,In Refinement,In Progress
111385,2025-10-04,status,In Progress,Done
123845,2025-02-22,status,Backlog,Triage
123845,2025-03-06,status,Triage,For Refinement
123845,2025-03-18,status,For Refinement,In Refinement
108195,2025-06-05,status,Lista de desejos,Backlog
108195,2025-06-08,status,Backlog,Triage
108195,2025-06-10,status,Triage,For Refinement
108195,2025-06-13,status,For Refinement,In Refinement
108195,2025-06-15,status,In Refinement,In Progress
108195,2025-06-18,status,In Progress,Done
100490,2025-09-09,status,Lista de desejos,Backlog
100490,2025-09-10,status,Backlog,Triage
100490,2025-09-11,status,Triage,For Refinement
100490,2025-09-13,status,For Refinement,In Refinement
100490,2025-09-15,status,In Refinement,In Progress
100490,2025-09-16,status,In Progress,Done
100490,2025-09-17,status,Done,Canceled
103080,2025-12-10,status,Backlog,Triage
103080,2025-12-13,status,Triage,For Refinement
103080,2025-12-17,status,For Refinement,In Refinement
103080,2025-12-20,status,In Refinement,For Technical Analysis
103080,2025-12-23,status,For Technical Analysis,In Technical Analysis
103080,2025-12-27,status,In Technical Analysis,Ready for Development
103080,2025-12-30,status,Ready for Development,In Development
118812,2025-08-19,status,Lista de desejos,Backlog
118812,2025-08-22,status,Backlog,Triage
118812,2025-08-24,status,Triage,For Refinement
118812,2025-08-27,status,For Refinement,In Refinement
118812,2025-08-29,status,In Refinement,In Progress
118812,2025-08-31,status,In Progress,Done
118812,2025-09-03,status,Done,Canceled
123604,2025-06-22,status,Lista de desejos,Backlog
123604,2025-06-25,status,Backlog,Triage
123604,2025-06-27,status,Triage,For Refinement
123604,2025-06-30,status,For Refinement,In Refinement
121753,2025-06-29,status,Lista de desejos,Backlog
121753,2025-07-02,status,Backlog,Triage
121753,2025-07-06,status,Triage,For Refinement
121753,2025-07-09,status,For Refinement,In Refinement
121753,2025-07-13,status,In Refinement,In Progress
121753,2025-07-16,status,In Progress,Done
111068,2025-08-17,status,Lista de desejos,Backlog
111068,2025-08-18,status,Backlog,Triage
111068,2025-08-20,status,Triage,For Refinement
111068,2025-08-21,status,For Refinement,In Refinement
111068,2025-08-23,status,In Refinement,In Progress
111068,2025-08-24,status,In Progress,Done
106679,2025-04-17,status,Lista de desejos,Backlog
106679,2025-04-18,status,Backlog,Triage
106679,2025-04-20,status,Triage,For Refinement
106679,2025-04-22,status,For Refinement,In Refinement
106679,2025-04-24,status,In Refinement,In Progress
106679,2025-04-25,status,In Progress,Done
101188,2025-10-10,status,Lista de desejos,Backlog
101188,2025-10-11,status,Backlog,Triage
101188,2025-10-13,status,Triage,For Refinement
101188,2025-10-15,status,For Refinement,In Refinement
101188,2025-10-17,status,In Refinement,In Progress
101188,2025-10-18,status,In Progress,Done
110347,2025-09-21,status,Lista de desejos,Backlog
110347,2025-09-23,status,Backlog,Triage
110347,2025-09-25,status,Triage,For Refinement
110347,2025-09-28,status,For Refinement,In Refinement
110347,2025-09-30,status,In Refinement,In Progress
110347,2025-10-02,status,In Progress,Done
113549,2025-03-17,status,Backlog,Triage
113549,2025-03-23,status,Triage,For Refinement
113549,2025-03-30,status,For Refinement,In Refinement
113549,2025-04-05,status,In Refinement,For Technical Analysis
113549,2025-04-11,status,For Technical Analysis,In Technical Analysis
113549,2025-04-17,status,In Technical Analysis,Ready for Development
113549,2025-04-24,status,Ready for Development,In Development
